0,0,D0:F0:18:43:F8:33,-74,1597404243433
1,1,D0:F0:18:43:F8:2F,-71,1597404243437
2,2,D0:F0:18:43:F8:49,-33,1597404243438
0,3,D0:F0:18:43:F8:33,-67,1597404243939
1,4,D0:F0:18:43:F8:49,-34,1597404243942
0,5,D0:F0:18:43:F8:33,-72,1597404244491
1,6,D0:F0:18:43:F8:2F,-76,1597404244502
2,7,D0:F0:18:43:F8:49,-33,1597404244507
0,8,D0:F0:18:43:F8:33,-72,1597404245017
1,9,D0:F0:18:43:F8:49,-34,1597404245024
0,10,D0:F0:18:43:F8:33,-67,1597404245527
1,11,D0:F0:18:43:F8:2F,-73,1597404245530
2,12,D0:F0:18:43:F8:49,-33,1597404245532
0,13,D0:F0:18:43:F8:33,-73,1597404246042
1,14,D0:F0:18:43:F8:2F,-73,1597404246046
2,15,D0:F0:18:43:F8:49,-33,1597404246048
0,16,D0:F0:18:43:F8:33,-67,1597404246573
1,17,D0:F0:18:43:F8:2F,-80,1597404246582
2,18,D0:F0:18:43:F8:49,-34,1597404246585
0,19,D0:F0:18:43:F8:2F,-71,1597404247098
1,20,D0:F0:18:43:F8:49,-35,1597404247105
0,21,D0:F0:18:43:F8:33,-67,1597404247620
0,22,D0:F0:18:43:F8:33,-73,1597404248145
1,23,D0:F0:18:43:F8:2F,-73,1597404248153
2,24,D0:F0:18:43:F8:49,-33,1597404248157
0,25,D0:F0:18:43:F8:33,-68,1597404248672
1,26,D0:F0:18:43:F8:2F,-80,1597404248680
2,27,D0:F0:18:43:F8:49,-35,1597404248683
0,28,D0:F0:18:43:F8:33,-73,1597404249193
1,29,D0:F0:18:43:F8:2F,-72,1597404249201
0,30,D0:F0:18:43:F8:33,-73,1597404249714
1,31,D0:F0:18:43:F8:2F,-71,1597404249722
2,32,D0:F0:18:43:F8:49,-34,1597404249726
0,33,D0:F0:18:43:F8:33,-68,1597404250239
1,34,D0:F0:18:43:F8:2F,-80,1597404250247
2,35,D0:F0:18:43:F8:49,-35,1597404250251
0,36,D0:F0:18:43:F8:33,-73,1597404250761
1,37,D0:F0:18:43:F8:2F,-79,1597404250770
2,38,D0:F0:18:43:F8:49,-33,1597404250775
0,39,D0:F0:18:43:F8:33,-73,1597404251273
1,40,D0:F0:18:43:F8:2F,-71,1597404251278
2,41,D0:F0:18:43:F8:49,-35,1597404251280
0,42,D0:F0:18:43:F8:33,-69,1597404251793
1,43,D0:F0:18:43:F8:2F,-71,1597404251800
2,44,D0:F0:18:43:F8:49,-33,1597404251804
0,45,D0:F0:18:43:F8:33,-77,1597404252317
1,46,D0:F0:18:43:F8:2F,-72,1597404252325
2,47,D0:F0:18:43:F8:49,-35,1597404252329
0,48,D0:F0:18:43:F8:33,-69,1597404252836
1,49,D0:F0:18:43:F8:2F,-72,1597404252847
2,50,D0:F0:18:43:F8:49,-35,1597404252852
0,51,D0:F0:18:43:F8:2F,-78,1597404253353
1,52,D0:F0:18:43:F8:49,-33,1597404253361
0,53,D0:F0:18:43:F8:33,-69,1597404253872
0,54,D0:F0:18:43:F8:33,-73,1597404254395
1,55,D0:F0:18:43:F8:2F,-72,1597404254404
2,56,D0:F0:18:43:F8:49,-33,1597404254408
0,57,D0:F0:18:43:F8:33,-69,1597404254919
1,58,D0:F0:18:43:F8:2F,-72,1597404254927
2,59,D0:F0:18:43:F8:49,-33,1597404254931
0,0,D0:F0:18:43:F8:33,-80,1597404261178
1,1,D0:F0:18:43:F8:2F,-81,1597404261182
2,2,D0:F0:18:43:F8:49,-58,1597404261184
0,3,D0:F0:18:43:F8:33,-77,1597404261702
