0,0,0,D0:F0:18:43:F8:2F,-71,1599128347907
0,1,1,D0:F0:18:43:F8:49,-21,1599128347917
0,0,2,D0:F0:18:43:F8:33,-76,1599128348437
0,1,3,D0:F0:18:43:F8:2F,-71,1599128348445
0,2,4,D0:F0:18:43:F8:49,-21,1599128348450
0,0,5,D0:F0:18:43:F8:33,-78,1599128348969
0,1,6,D0:F0:18:43:F8:2F,-71,1599128348977
0,2,7,D0:F0:18:43:F8:49,-21,1599128348984
0,0,8,D0:F0:18:43:F8:2F,-71,1599128349474
0,1,9,D0:F0:18:43:F8:49,-21,1599128349477
0,0,10,D0:F0:18:43:F8:33,-74,1599128350003
0,1,11,D0:F0:18:43:F8:2F,-65,1599128350009
0,2,12,D0:F0:18:43:F8:49,-21,1599128350012
0,0,13,D0:F0:18:43:F8:49,-21,1599128350530
0,0,14,D0:F0:18:43:F8:2F,-76,1599128351057
0,1,15,D0:F0:18:43:F8:49,-21,1599128351067
0,0,16,D0:F0:18:43:F8:33,-75,1599128351572
0,1,17,D0:F0:18:43:F8:49,-21,1599128351581
0,0,18,D0:F0:18:43:F8:2F,-74,1599128352096
0,1,19,D0:F0:18:43:F8:49,-21,1599128352104
0,0,20,D0:F0:18:43:F8:2F,-66,1599128352617
0,1,21,D0:F0:18:43:F8:49,-21,1599128352625
0,0,22,D0:F0:18:43:F8:2F,-66,1599128353139
0,1,23,D0:F0:18:43:F8:49,-21,1599128353147
0,0,24,D0:F0:18:43:F8:33,-81,1599128353664
0,1,25,D0:F0:18:43:F8:2F,-75,1599128353672
0,2,26,D0:F0:18:43:F8:49,-21,1599128353679
0,0,27,D0:F0:18:43:F8:2F,-66,1599128354185
0,1,28,D0:F0:18:43:F8:49,-21,1599128354193
0,0,29,D0:F0:18:43:F8:2F,-66,1599128354704
0,1,30,D0:F0:18:43:F8:49,-21,1599128354711
0,0,31,D0:F0:18:43:F8:49,-21,1599128355222
0,0,32,D0:F0:18:43:F8:2F,-66,1599128355741
0,1,33,D0:F0:18:43:F8:49,-21,1599128355749
0,0,34,D0:F0:18:43:F8:2F,-76,1599128356260
0,1,35,D0:F0:18:43:F8:49,-21,1599128356268
0,0,36,D0:F0:18:43:F8:2F,-66,1599128356780
0,1,37,D0:F0:18:43:F8:49,-21,1599128356787
0,0,38,D0:F0:18:43:F8:2F,-66,1599128357282
0,0,39,D0:F0:18:43:F8:33,-77,1599128357787
0,1,40,D0:F0:18:43:F8:49,-21,1599128357790
0,0,41,D0:F0:18:43:F8:33,-77,1599128358309
0,1,42,D0:F0:18:43:F8:49,-21,1599128358317
0,0,43,D0:F0:18:43:F8:33,-76,1599128358827
0,1,44,D0:F0:18:43:F8:2F,-74,1599128358835
0,2,45,D0:F0:18:43:F8:49,-21,1599128358839
0,0,46,D0:F0:18:43:F8:2F,-76,1599128359345
0,1,47,D0:F0:18:43:F8:49,-21,1599128359354
0,0,48,D0:F0:18:43:F8:2F,-67,1599128359866
0,1,49,D0:F0:18:43:F8:49,-21,1599128359875
0,0,50,D0:F0:18:43:F8:49,-21,1599128360369
0,0,51,D0:F0:18:43:F8:2F,-77,1599128360891
0,1,52,D0:F0:18:43:F8:49,-21,1599128360899
0,0,53,D0:F0:18:43:F8:2F,-79,1599128361411
0,1,54,D0:F0:18:43:F8:49,-21,1599128361419
0,0,55,D0:F0:18:43:F8:49,-21,1599128361926
0,0,56,D0:F0:18:43:F8:2F,-77,1599128362445
0,1,57,D0:F0:18:43:F8:49,-21,1599128362454
0,0,58,D0:F0:18:43:F8:33,-75,1599128362971
0,1,59,D0:F0:18:43:F8:2F,-66,1599128362979
0,2,60,D0:F0:18:43:F8:49,-21,1599128362983
0,0,61,D0:F0:18:43:F8:2F,-73,1599128363496
0,1,62,D0:F0:18:43:F8:49,-21,1599128363503
0,0,63,D0:F0:18:43:F8:33,-74,1599128364016
0,1,64,D0:F0:18:43:F8:2F,-77,1599128364024
0,2,65,D0:F0:18:43:F8:49,-21,1599128364030
0,0,66,D0:F0:18:43:F8:49,-21,1599128364533
0,0,67,D0:F0:18:43:F8:33,-75,1599128365051
0,1,68,D0:F0:18:43:F8:2F,-74,1599128365059
0,2,69,D0:F0:18:43:F8:49,-21,1599128365065
0,0,70,D0:F0:18:43:F8:49,-21,1599128365568
0,0,71,D0:F0:18:43:F8:2F,-66,1599128366088
0,1,72,D0:F0:18:43:F8:49,-21,1599128366096
0,0,73,D0:F0:18:43:F8:33,-75,1599128366614
0,1,74,D0:F0:18:43:F8:2F,-71,1599128366621
0,2,75,D0:F0:18:43:F8:49,-21,1599128366625
0,0,76,D0:F0:18:43:F8:2F,-73,1599128367128
0,1,77,D0:F0:18:43:F8:49,-21,1599128367135
0,0,78,D0:F0:18:43:F8:2F,-71,1599128367642
0,1,79,D0:F0:18:43:F8:49,-21,1599128367652
0,0,80,D0:F0:18:43:F8:49,-21,1599128368159
0,0,81,D0:F0:18:43:F8:33,-77,1599128368673
0,1,82,D0:F0:18:43:F8:2F,-71,1599128368680
0,2,83,D0:F0:18:43:F8:49,-21,1599128368685
0,0,84,D0:F0:18:43:F8:33,-77,1599128369189
0,1,85,D0:F0:18:43:F8:49,-21,1599128369196
0,0,86,D0:F0:18:43:F8:2F,-72,1599128369702
0,1,87,D0:F0:18:43:F8:49,-21,1599128369712
0,0,88,D0:F0:18:43:F8:2F,-76,1599128370218
0,1,89,D0:F0:18:43:F8:49,-21,1599128370225
0,0,90,D0:F0:18:43:F8:33,-77,1599128370724
0,1,91,D0:F0:18:43:F8:2F,-66,1599128370727
0,2,92,D0:F0:18:43:F8:49,-21,1599128370729
0,0,93,D0:F0:18:43:F8:2F,-72,1599128371228
0,1,94,D0:F0:18:43:F8:49,-21,1599128371231
0,0,95,D0:F0:18:43:F8:2F,-75,1599128371734
0,1,96,D0:F0:18:43:F8:49,-21,1599128371737
0,0,97,D0:F0:18:43:F8:2F,-66,1599128372249
0,1,98,D0:F0:18:43:F8:49,-21,1599128372256
0,0,99,D0:F0:18:43:F8:2F,-72,1599128372762
0,1,100,D0:F0:18:43:F8:49,-21,1599128372771
0,0,101,D0:F0:18:43:F8:2F,-73,1599128373274
0,1,102,D0:F0:18:43:F8:49,-21,1599128373281
0,0,103,D0:F0:18:43:F8:2F,-66,1599128373783
0,1,104,D0:F0:18:43:F8:49,-21,1599128373789
0,0,105,D0:F0:18:43:F8:33,-77,1599128374295
0,1,106,D0:F0:18:43:F8:2F,-76,1599128374302
0,2,107,D0:F0:18:43:F8:49,-21,1599128374305
