0,0,D0:F0:18:43:F8:33,-73,1597407907571
1,1,D0:F0:18:43:F8:49,-34,1597407907577
0,2,D0:F0:18:43:F8:33,-74,1597407908097
1,3,D0:F0:18:43:F8:2F,-72,1597407908104
2,4,D0:F0:18:43:F8:49,-34,1597407908107
0,5,D0:F0:18:43:F8:33,-74,1597407908625
1,6,D0:F0:18:43:F8:2F,-73,1597407908633
2,7,D0:F0:18:43:F8:49,-35,1597407908638
0,8,D0:F0:18:43:F8:33,-73,1597407909162
1,9,D0:F0:18:43:F8:2F,-71,1597407909171
2,10,D0:F0:18:43:F8:49,-36,1597407909175
0,11,D0:F0:18:43:F8:33,-70,1597407909695
1,12,D0:F0:18:43:F8:49,-35,1597407909703
0,13,D0:F0:18:43:F8:33,-74,1597407910227
1,14,D0:F0:18:43:F8:49,-35,1597407910235
0,15,D0:F0:18:43:F8:33,-72,1597407910754
1,16,D0:F0:18:43:F8:2F,-72,1597407910757
2,17,D0:F0:18:43:F8:49,-36,1597407910759
0,18,D0:F0:18:43:F8:33,-70,1597407911287
1,19,D0:F0:18:43:F8:49,-35,1597407911297
0,20,D0:F0:18:43:F8:33,-73,1597407911791
1,21,D0:F0:18:43:F8:2F,-71,1597407911794
2,22,D0:F0:18:43:F8:49,-35,1597407911795
0,23,D0:F0:18:43:F8:33,-73,1597407912310
1,24,D0:F0:18:43:F8:2F,-73,1597407912316
0,25,D0:F0:18:43:F8:33,-73,1597407912840
1,26,D0:F0:18:43:F8:2F,-73,1597407912852
2,27,D0:F0:18:43:F8:49,-36,1597407912856
0,28,D0:F0:18:43:F8:33,-69,1597407913349
1,29,D0:F0:18:43:F8:2F,-72,1597407913353
2,30,D0:F0:18:43:F8:49,-35,1597407913354
0,31,D0:F0:18:43:F8:2F,-73,1597407913878
1,32,D0:F0:18:43:F8:49,-36,1597407913887
0,33,D0:F0:18:43:F8:33,-73,1597407914408
1,34,D0:F0:18:43:F8:2F,-71,1597407914416
2,35,D0:F0:18:43:F8:49,-36,1597407914420
0,36,D0:F0:18:43:F8:2F,-72,1597407914943
1,37,D0:F0:18:43:F8:49,-37,1597407914953
0,38,D0:F0:18:43:F8:33,-69,1597407915460
1,39,D0:F0:18:43:F8:2F,-70,1597407915469
2,40,D0:F0:18:43:F8:49,-35,1597407915473
0,41,D0:F0:18:43:F8:33,-74,1597407915984
1,42,D0:F0:18:43:F8:2F,-71,1597407915994
2,43,D0:F0:18:43:F8:49,-36,1597407915998
0,44,D0:F0:18:43:F8:2F,-68,1597407916501
1,45,D0:F0:18:43:F8:49,-35,1597407916507
0,46,D0:F0:18:43:F8:33,-76,1597407917026
1,47,D0:F0:18:43:F8:2F,-70,1597407917037
2,48,D0:F0:18:43:F8:49,-35,1597407917041
0,49,D0:F0:18:43:F8:33,-76,1597407917550
1,50,D0:F0:18:43:F8:2F,-71,1597407917560
2,51,D0:F0:18:43:F8:49,-35,1597407917565
