0,0,D0:F0:18:43:F8:49,-30,1598521681288
0,1,D0:F0:18:43:F8:49,-28,1598521681789
0,2,D0:F0:18:43:F8:49,-29,1598521682310
0,3,D0:F0:18:43:F8:49,-28,1598521682812
0,4,D0:F0:18:43:F8:49,-28,1598521683321
0,5,D0:F0:18:43:F8:49,-29,1598521683825
0,6,D0:F0:18:43:F8:49,-28,1598521684337
0,7,D0:F0:18:43:F8:49,-29,1598521684842
0,8,D0:F0:18:43:F8:49,-29,1598521685348
0,9,D0:F0:18:43:F8:49,-32,1598521685875
0,10,D0:F0:18:43:F8:49,-30,1598521686396
0,11,D0:F0:18:43:F8:49,-29,1598521687427
0,12,D0:F0:18:43:F8:49,-29,1598521687944
0,13,D0:F0:18:43:F8:49,-28,1598521688467
0,14,D0:F0:18:43:F8:49,-29,1598521688985
0,15,D0:F0:18:43:F8:49,-29,1598521689502
0,16,D0:F0:18:43:F8:49,-29,1598521690020
0,17,D0:F0:18:43:F8:49,-30,1598521690539
0,18,D0:F0:18:43:F8:49,-28,1598521691050
0,19,D0:F0:18:43:F8:49,-29,1598521691567
0,20,D0:F0:18:43:F8:49,-30,1598521692082
0,21,D0:F0:18:43:F8:49,-28,1598521692599
0,22,D0:F0:18:43:F8:49,-30,1598521693118
0,23,D0:F0:18:43:F8:49,-28,1598521693633
0,24,D0:F0:18:43:F8:49,-29,1598521694660
0,25,D0:F0:18:43:F8:49,-28,1598521696201
0,26,D0:F0:18:43:F8:49,-29,1598521697231
0,27,D0:F0:18:43:F8:49,-28,1598521697748
0,28,D0:F0:18:43:F8:49,-28,1598521698262
0,29,D0:F0:18:43:F8:49,-28,1598521698781
0,30,D0:F0:18:43:F8:49,-29,1598521699295
0,31,D0:F0:18:43:F8:49,-28,1598521699806
0,32,D0:F0:18:43:F8:49,-29,1598521700320
0,33,D0:F0:18:43:F8:49,-28,1598521700833
0,34,D0:F0:18:43:F8:49,-28,1598521701347
0,35,D0:F0:18:43:F8:49,-28,1598521701860
0,36,D0:F0:18:43:F8:49,-30,1598521702887
0,37,D0:F0:18:43:F8:49,-28,1598521703400
0,38,D0:F0:18:43:F8:49,-29,1598521703914
0,39,D0:F0:18:43:F8:49,-28,1598521704427
0,40,D0:F0:18:43:F8:49,-28,1598521704940
0,41,D0:F0:18:43:F8:49,-30,1598521705453
0,42,D0:F0:18:43:F8:49,-28,1598521705967
0,43,D0:F0:18:43:F8:49,-29,1598521706480
0,44,D0:F0:18:43:F8:49,-28,1598521706993
0,45,D0:F0:18:43:F8:49,-28,1598521707507
0,46,D0:F0:18:43:F8:49,-32,1598521710052
0,47,D0:F0:18:43:F8:49,-29,1598521710570
0,48,D0:F0:18:43:F8:49,-29,1598521711082
